3557,嘉威,市,12月12日,,60.3,-1.2,-1.95,372,22.4,61.5,61,61,59.8,1.95,10.9,2.07,    ,    ,    ,    ,    
3580,友威科,櫃,12月12日,,52.7,0.1,0.19,82,4.36,52.6,52.7,53.5,52.5,1.9,14.3,2.32,    ,    ,    ,    ,    
3594,磐儀,櫃,12月12日,,50.5,-0.5,-0.98,282,14.3,51,51.2,51.5,50,2.94,29.5,2.21,    ,    ,    ,    ,    
3624,光頡,櫃,12月12日,,56.7,2.5,4.61,"1,377",77.1,54.2,54.2,56.7,54.1,4.8,20.7,2.04,    ,    ,    ,    ,    
3669,圓展,市,12月12日,,50.3,-1.4,-2.71,756,38.2,51.7,52.1,52.1,50,4.06,20.4,1.55,    ,    ,    ,    ,    
3689,湧德,櫃,12月12日,,56.4,-0.1,-0.18,898,50.6,56.5,56.5,56.8,56.1,1.24,11,1.29,    ,    ,    ,    ,    
3701,大眾控,市,12月12日,,60.4,-1.6,-2.58,"4,219",257,62,62.1,62.4,60.2,3.55,27.7,3.34,    ,    ,    ,    ,    
3704,合勤控,市,12月12日,,52.7,-0.8,-1.5,"4,527",242,53.5,54.1,54.3,52.6,3.18,13.8,1.99,    ,    ,    ,    ,    
3707,漢磊,櫃,12月12日,,71.2,0,0,866,61.8,71.2,71.5,72.1,71.1,1.4,148,4.28,    ,    ,    ,    ,    
4116,明基醫,櫃,12月12日,,61.8,-0.5,-0.8,165,10.2,62.3,62.2,62.5,61.7,1.28,27.3,2.58,    ,    ,    ,    ,    
4128,中天,櫃,12月12日,,50.3,0.2,0.4,"1,000",50.4,50.1,50.4,50.9,50.2,1.4,,2.4,    ,    ,    ,    ,    
4148,全宇生技-KY,市,12月12日,,50.2,0.1,0.2,182,9.02,50.1,50.1,51.6,48.6,5.99,16.5,1.39,    ,    ,    ,    ,    
4164,承業醫,市,12月12日,,62.7,0.8,1.29,"1,880",118,61.9,62,63.2,61.1,3.39,34.1,1.67,    ,    ,    ,    ,    
4190,佐登-KY,市,12月12日,,59.8,-0.7,-1.16,192,11.5,60.5,60.5,61.5,59.8,2.81,,1.7,    ,    ,    ,    ,    
4503,金雨,櫃,12月12日,,55.4,-0.8,-1.42,246,13.7,56.2,57.2,57.2,55.4,3.2,,3.67,    ,    ,    ,    ,    
4542,科嶠,櫃,12月12日,,57.1,-1,-1.72,265,15.3,58.1,59,59,57,3.44,21.6,2.63,    ,    ,    ,    ,    
4555,氣立,市,12月12日,,57.5,0.4,0.7,23,1.33,57.1,57.7,58.1,57.2,1.58,250,1.39,    ,    ,    ,    ,    
4566,時碩工業,市,12月12日,,53.2,0.2,0.38,121,6.48,53,53.9,53.9,53.2,1.32,14.7,1.24,    ,    ,    ,    ,    
4568,科際精密,櫃,12月12日,,55.7,0.1,0.18,4,0.22,55.6,55.2,55.7,55.1,1.08,84.4,1.61,    ,    ,    ,    ,    
4576,大銀微系統,市,12月12日,,65.7,0.8,1.23,87,5.72,64.9,65,65.7,64.9,1.23,140,2.08,    ,    ,    ,    ,    
4581,光隆精密-KY,市,12月12日,,67.6,0.4,0.6,122,8.28,67.2,67.2,68.1,66.9,1.79,12.2,2.21,    ,    ,    ,    ,    
4760,勤凱,櫃,12月12日,,67.8,-0.2,-0.29,17,1.16,68,68,68.5,67.5,1.47,20.2,2.56,    ,    ,    ,    ,    
4911,德英,櫃,12月12日,,55.3,-1.1,-1.95,44,2.42,56.4,56,56,55,1.77,48.5,4.13,    ,    ,    ,    ,    
4915,致伸,市,12月12日,,64.2,0.7,1.1,"4,987",320,63.5,63.7,64.5,63.4,1.73,11.2,1.74,    ,    ,    ,    ,    
4923,力士,櫃,12月12日,,52.5,-0.1,-0.19,85,4.45,52.6,52.1,52.6,51.6,1.9,95.5,2.35,    ,    ,    ,    ,    
4927,泰鼎-KY,市,12月12日,,50.1,-0.3,-0.6,79,3.94,50.4,50.1,50.2,49.95,0.5,,1.34,    ,    ,    ,    ,    
4933,友輝,櫃,12月12日,,65.1,5.9,9.97,"4,926",313,59.2,63.1,65.1,61.1,6.76,18.5,1.57,    ,    ,    ,    ,    
4935,茂林-KY,市,12月12日,,51.8,0.5,0.97,59,3.04,51.3,51.4,51.8,51.2,1.17,12.5,0.81,    ,    ,    ,    ,    
4946,辣椒,櫃,12月12日,,57.9,-0.1,-0.17,2,0.14,58,58,58,57.9,0.17,,8.11,    ,    ,    ,    ,    
4951,精拓科,櫃,12月12日,,72,-0.5,-0.69,619,45,72.5,73.3,74.9,72,4,24,3.06,    ,    ,    ,    ,    
4952,凌通,市,12月12日,,56.3,0.2,0.36,420,23.6,56.1,56.3,56.7,55.2,2.67,34.8,2.9,    ,    ,    ,    ,    
4971,IET-KY,櫃,12月12日,,63.2,-0.2,-0.32,266,17.1,63.4,64.1,65.7,63.2,3.94,39.7,1.31,    ,    ,    ,    ,    
4974,亞泰,櫃,12月12日,,66.1,0.2,0.3,95,6.25,65.9,66.2,66.2,65.9,0.46,10.3,1.56,    ,    ,    ,    ,    
4987,科誠,櫃,12月12日,,60,0.1,0.17,10,0.59,59.9,59.9,60,59.8,0.33,12.7,1.79,    ,    ,    ,    ,    
4994,傳奇,市,12月12日,,62.3,-1.4,-2.2,66,4.13,63.7,63.7,63.7,62.3,2.2,45.8,3.55,    ,    ,    ,    ,    
5007,三星,市,12月12日,,55.7,0,0,34,1.9,55.7,55.7,55.7,55.4,0.54,16.5,2.44,    ,    ,    ,    ,    
5210,寶碩,櫃,12月12日,,52.7,1.3,2.53,845,44.3,51.4,51.4,52.8,51.4,2.72,,7.37,    ,    ,    ,    ,    
5215,科嘉-KY,市,12月12日,,59.2,-1,-1.66,319,19,60.2,59.8,60.4,59.1,2.16,22,1.12,    ,    ,    ,    ,    
5225,東科-KY,市,12月12日,,61.5,-0.4,-0.65,959,59,61.9,61.8,62.2,60.9,2.1,8.33,1.54,    ,    ,    ,    ,    
5243,乙盛-KY,市,12月12日,,60.5,0,0,250,15.2,60.5,61,61,60.5,0.83,13.9,1.35,    ,    ,    ,    ,    
5285,界霖,市,12月12日,,72.2,-0.8,-1.1,222,16.1,73,73.2,73.2,72.2,1.37,40.3,2.55,    ,    ,    ,    ,    
5314,世紀,櫃,12月12日,,57.7,5.2,9.9,272,15.7,52.5,57.7,57.7,57.7,0,28.4,5.28,    ,    ,    ,    ,    
5340,建榮,櫃,12月12日,,58.4,-0.3,-0.51,258,15.1,58.7,58.6,59.2,58.2,1.7,834,5.89,    ,    ,    ,    ,    
5351,鈺創,櫃,12月12日,,53.3,-0.6,-1.11,"16,303",878,53.9,54.5,55.2,52.8,4.45,,4.19,    ,    ,    ,    ,    
